ID_PAYMENT,TIME_STAMP,CONTRAGENT,AMMOUNT,REF_NUMBER1,REF_NUMBER2,YEAR_RP,MONTH_RP,DAY_RP,ID_WEEKDAY,ID_CONTRAGENT,ID_ACCOUNT,ID_SERVICE
385,2010-11-19T11:03:00..000000000,ЧЕЗ Електро България АД,26.38,Татко(300015157730),Татко(300015157730),2010,11,19,4,44,7,1
386,2010-11-22T10:09:00..000000000,ГлоБул ЕАД,48.26,Mama(002039600),Mama(002039600),2010,11,22,0,27,9,3
387,2010-12-03T08:48:00..000000000,Софийска вода (515),10.75,515(5029035),515(5029035),2010,12,3,4,14,7,2
388,2010-12-04T10:32:00..000000000,ГлоБул ЕАД,14.33,Tatko(000082500),Tatko(000082500),2010,12,4,5,27,3,3
389,2010-12-04T10:32:00..000000000,М-Тел,36.6,Kaka(08886625376254),Kaka(08886625376254),2010,12,4,5,32,11,3
390,2010-12-06T10:07:00..000000000,ЧЕЗ Електро България АД,22.22,Кака(300024835954),Кака(300024835954),2010,12,6,0,44,11,1
391,2010-12-06T10:07:00..000000000,М-Тел,19.02,Tatko(08846041746544),Tatko(08846041746544),2010,12,6,0,32,3,3
392,2010-12-10T15:55:00..000000000,Софийска вода АД,11.72,Кака(3035289),Кака(3035289),2010,12,10,4,39,11,2
393,2010-12-10T15:55:00..000000000,Софийска вода (423),7.68,423(4046798),423(4046798),2010,12,10,4,15,2,2
394,2010-12-10T15:55:00..000000000,БТК,25.46,БТК - Кака(028725348),БТК - Кака(028725348),2010,12,10,4,25,11,3
395,2010-12-10T15:55:00..000000000,М-Тел,20,Моят телефон(08870589596601),Моят телефон(08870589596601),2010,12,10,4,32,1,3
396,2010-12-18T09:56:00..000000000,ЧЕЗ Електро България АД,16.66,515(300015349354),515(300015349354),2010,12,18,5,44,7,1
397,2010-12-18T09:56:00..000000000,Топлофикация София ЕАД,55.79,423(151415),423(151415),2010,12,18,5,42,2,5
398,2010-12-18T09:56:00..000000000,Топлофикация София ЕАД,59.48,515(164402),515(164402),2010,12,18,5,42,7,5
399,2010-12-18T09:56:00..000000000,ЧЕЗ Електро България АД,26.35,Татко(300015157730),Татко(300015157730),2010,12,18,5,44,7,1
400,2010-12-18T09:57:00..000000000,VIVACOM (фиксирана мрежа),30.66,515(12952197001),515(12952197001),2010,12,18,5,24,7,3
401,2010-12-18T09:57:00..000000000,БТК,4.1,423(028254825),423(028254825),2010,12,18,5,25,2,3
402,2011-01-05T18:21:00..000000000,Софийска вода (423),15.36,423(4046798),423(4046798),2011,1,5,2,15,2,2
403,2011-01-05T18:21:00..000000000,ГлоБул ЕАД,16.06,Tatko(000082500),Tatko(000082500),2011,1,5,2,27,3,3
404,2011-01-05T18:21:00..000000000,М-Тел,37.12,Kaka(08886625376254),Kaka(08886625376254),2011,1,5,2,32,11,3
405,2011-01-06T13:14:00..000000000,ЧЕЗ Електро България АД,25.62,Кака(300024835954),Кака(300024835954),2011,1,6,3,44,11,1
406,2011-01-06T13:14:00..000000000,ГлоБул ЕАД,28.81,Mama(002039600),Mama(002039600),2011,1,6,3,27,9,3
407,2011-01-13T13:15:00..000000000,Софийска вода (515),12.7,515(5029035),515(5029035),2011,1,13,3,14,7,2
408,2011-01-13T13:15:00..000000000,М-Тел,20,Моят телефон(08870589596601),Моят телефон(08870589596601),2011,1,13,3,32,1,3
409,2011-01-13T13:15:00..000000000,БТК,8.54,423(028254825),423(028254825),2011,1,13,3,25,2,3
410,2011-01-13T13:15:00..000000000,БТК,38.65,БТК - Кака(028725348),БТК - Кака(028725348),2011,1,13,3,25,11,3
411,2011-01-13T13:16:00..000000000,М-Тел,13.73,Tatko(08846041746544),Tatko(08846041746544),2011,1,13,3,32,3,3
412,2011-01-19T11:37:00..000000000,Софийска вода АД,4.61,Кака(3035289),Кака(3035289),2011,1,19,2,39,11,2
413,2011-01-19T11:37:00..000000000,VIVACOM (фиксирана мрежа),30.77,515(12952197001),515(12952197001),2011,1,19,2,24,7,3
414,2011-01-19T11:37:00..000000000,Топлофикация София ЕАД,110.22,423(151415),423(151415),2011,1,19,2,42,2,5
415,2011-01-19T11:37:00..000000000,Топлофикация София ЕАД,106.66,515(164402),515(164402),2011,1,19,2,42,7,5
416,2011-01-19T11:37:00..000000000,М-Тел,30.79,Kaka(08886625376254),Kaka(08886625376254),2011,1,19,2,32,11,3
417,2011-01-20T14:59:00..000000000,ЧЕЗ Електро България АД,18.66,515(300015349354),515(300015349354),2011,1,20,3,44,7,1
418,2011-01-20T14:59:00..000000000,ЧЕЗ Електро България АД,27.53,Татко(300015157730),Татко(300015157730),2011,1,20,3,44,7,1
419,2011-02-01T20:31:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,2,1,1,40,7,4
420,2011-02-01T20:31:00..000000000,ГлоБул ЕАД,35.22,Mama(002039600),Mama(002039600),2011,2,1,1,27,9,3
421,2011-02-04T12:58:00..000000000,Софийска вода (515),10.75,515(5029035),515(5029035),2011,2,4,4,14,7,2
422,2011-02-04T12:58:00..000000000,Софийска вода (423),13.82,423(4046798),423(4046798),2011,2,4,4,15,2,2
423,2011-02-05T18:43:00..000000000,ЧЕЗ Електро България АД,28.46,Кака(300024835954),Кака(300024835954),2011,2,5,5,44,11,1
424,2011-02-05T18:43:00..000000000,ГлоБул ЕАД,14.03,Tatko(000082500),Tatko(000082500),2011,2,5,5,27,3,3
425,2011-02-05T18:43:00..000000000,М-Тел,16.4,Tatko(08846041746544),Tatko(08846041746544),2011,2,5,5,32,3,3
426,2011-02-09T10:35:00..000000000,БТК,8.83,423(028254825),423(028254825),2011,2,9,2,25,2,3
427,2011-02-09T10:35:00..000000000,БТК,31.57,БТК - Кака(028725348),БТК - Кака(028725348),2011,2,9,2,25,11,3
428,2011-02-09T10:35:00..000000000,М-Тел,30,Kaka(08886625376254),Kaka(08886625376254),2011,2,9,2,32,11,3
429,2011-02-09T10:35:00..000000000,М-Тел,20,Моят телефон(08870589596601),Моят телефон(08870589596601),2011,2,9,2,32,1,3
430,2011-02-19T21:50:00..000000000,ЧЕЗ Електро България АД,25.27,Татко(300015157730),Татко(300015157730),2011,2,19,5,44,7,1
431,2011-02-19T21:50:00..000000000,Софийска вода АД,4.61,Кака(3035289),Кака(3035289),2011,2,19,5,39,11,2
432,2011-02-19T21:50:00..000000000,ЧЕЗ Електро България АД,20.36,515(300015349354),515(300015349354),2011,2,19,5,44,7,1
433,2011-02-19T21:50:00..000000000,VIVACOM (фиксирана мрежа),30.26,515(12952197001),515(12952197001),2011,2,19,5,24,7,3
434,2011-02-19T21:50:00..000000000,М-Тел,5.23,Tatko(08846041746544),Tatko(08846041746544),2011,2,19,5,32,3,3
435,2011-02-25T21:17:00..000000000,Топлофикация София ЕАД,123.31,515(164402),515(164402),2011,2,25,4,42,7,5
436,2011-02-25T21:17:00..000000000,ГлоБул ЕАД,26.28,Mama(002039600),Mama(002039600),2011,2,25,4,27,9,3
437,2011-02-25T21:17:00..000000000,Топлофикация София ЕАД,139.59,423(151415),423(151415),2011,2,25,4,42,2,5
438,2011-02-25T21:17:00..000000000,М-Тел,33.53,Kaka(08886625376254),Kaka(08886625376254),2011,2,25,4,32,11,3
439,2011-03-07T07:29:00..000000000,ЧЕЗ Електро България АД,25.58,Кака(300024835954),Кака(300024835954),2011,3,7,0,44,11,1
440,2011-03-07T07:29:00..000000000,ГлоБул ЕАД,14.33,Tatko(000082500),Tatko(000082500),2011,3,7,0,27,3,3
441,2011-03-10T15:35:00..000000000,БТК,18.53,БТК - Кака(028725348),БТК - Кака(028725348),2011,3,10,3,25,11,3
442,2011-03-10T15:35:00..000000000,Софийска вода (515),11.33,515(5029035),515(5029035),2011,3,10,3,14,7,2
443,2011-03-10T15:35:00..000000000,БТК,3.54,423(028254825),423(028254825),2011,3,10,3,25,2,3
444,2011-03-18T09:09:00..000000000,Софийска вода АД,27.2,Кака(3035289),Кака(3035289),2011,3,18,4,39,11,2
445,2011-03-18T09:09:00..000000000,Топлофикация София ЕАД,117.36,423(151415),423(151415),2011,3,18,4,42,2,5
446,2011-03-18T09:09:00..000000000,VIVACOM (фиксирана мрежа),30.18,515(12952197001),515(12952197001),2011,3,18,4,24,7,3
447,2011-03-18T09:09:00..000000000,Топлофикация София ЕАД,100.06,515(164402),515(164402),2011,3,18,4,42,7,5
448,2011-03-21T09:10:00..000000000,ГлоБул ЕАД,26.7,Mama(002039600),Mama(002039600),2011,3,21,0,27,9,3
449,2011-03-21T09:10:00..000000000,ЧЕЗ Електро България АД,20.53,515(300015349354),515(300015349354),2011,3,21,0,44,7,1
450,2011-03-21T09:10:00..000000000,ЧЕЗ Електро България АД,22.76,Татко(300015157730),Татко(300015157730),2011,3,21,0,44,7,1
451,2011-03-28T09:49:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,3,28,0,40,7,4
452,2011-04-08T09:36:00..000000000,ЧЕЗ Електро България АД,18.13,Кака(300024835954),Кака(300024835954),2011,4,8,4,44,11,1
453,2011-04-08T09:36:00..000000000,Софийска вода (515),27.11,515(5029035),515(5029035),2011,4,8,4,14,7,2
454,2011-04-08T09:36:00..000000000,Софийска вода (423),10.08,423(4046798),423(4046798),2011,4,8,4,15,2,2
455,2011-04-08T09:36:00..000000000,М-Тел,20,Моят телефон(08870589596601),Моят телефон(08870589596601),2011,4,8,4,32,1,3
456,2011-04-15T14:33:00..000000000,Софийска вода АД,13.44,Кака(3035289),Кака(3035289),2011,4,15,4,39,11,2
457,2008-07-07T14:07:00..000000000,Топлофикация София ЕАД,18.36,423(151415),423(151415),2008,7,7,0,42,2,5
458,2008-07-07T14:07:00..000000000,ЧЕЗ Електро България АД,14.57,Кака(3000248359),Кака(3000248359),2008,7,7,0,44,11,1
459,2008-07-07T14:07:00..000000000,Топлофикация София ЕАД,26.52,515(164402),515(164402),2008,7,7,0,42,7,5
460,2008-07-07T14:07:00..000000000,М-Тел,19.9,Моят телефон(08870589596601),Моят телефон(08870589596601),2008,7,7,0,32,1,3
461,2008-07-07T14:07:00..000000000,Мобилтел  ЕАД,12.07,Mama(08865799136533),Mama(08865799136533),2008,7,7,0,36,9,3
462,2008-07-08T14:43:00..000000000,БТК,18.72,БТК - Кака(028725348),БТК - Кака(028725348),2008,7,8,1,25,11,3
463,2008-07-08T14:43:00..000000000,БТК,6.61,bl. 515(028254825),bl. 515(028254825),2008,7,8,1,25,7,3
464,2008-07-14T13:21:00..000000000,Софийска вода АД,6.12,Кака(3035289),Кака(3035289),2008,7,14,0,39,11,2
465,2008-07-18T08:15:00..000000000,ЧЕЗ Електро България АД,25.98,515(3000153493),515(3000153493),2008,7,18,4,44,7,1
466,2008-07-18T08:15:00..000000000,Топлофикация София ЕАД,63.04,515(164402),515(164402),2008,7,18,4,42,7,5
467,2008-07-18T08:15:00..000000000,ЧЕЗ Електро България АД,3.23,Татко(3000151577),Татко(3000151577),2008,7,18,4,44,7,1
468,2008-07-19T13:41:00..000000000,М-Тел,67.54,Kaka(08886625376254),Kaka(08886625376254),2008,7,19,5,32,11,3
469,2008-07-23T10:43:00..000000000,Софийска вода (423),22.76,423(4046798),423(4046798),2008,7,23,2,15,2,2
470,2008-08-06T10:30:00..000000000,Софийска вода (515),9.79,515(5029035),515(5029035),2008,8,6,2,14,7,2
471,2008-08-06T10:30:00..000000000,Мобилтел  ЕАД,8.4,Mama(08865799136533),Mama(08865799136533),2008,8,6,2,36,9,3
472,2008-08-06T10:30:00..000000000,М-Тел,21.73,Моят телефон(08870589596601),Моят телефон(08870589596601),2008,8,6,2,32,1,3
473,2008-08-11T10:14:00..000000000,БТК,4.33,bl. 515(028254825),bl. 515(028254825),2008,8,11,0,25,7,3
474,2008-08-11T10:14:00..000000000,ГлоБул ЕАД,18.32,Mijn GSM(000082520),Mijn GSM(000082520),2008,8,11,0,27,1,3
475,2008-08-11T10:15:00..000000000,ЧЕЗ Електро България АД,37.14,Кака(3000248359),Кака(3000248359),2008,8,11,0,44,11,1
476,2008-08-11T10:15:00..000000000,М-Тел,39.11,Kaka(08886625376254),Kaka(08886625376254),2008,8,11,0,32,11,3
477,2008-08-11T10:15:00..000000000,БТК,16.3,БТК - Кака(028725348),БТК - Кака(028725348),2008,8,11,0,25,11,3
478,2008-08-20T20:12:00..000000000,Софийска вода АД,6.12,Кака(3035289),Кака(3035289),2008,8,20,2,39,11,2
479,2008-08-20T20:12:00..000000000,Топлофикация София ЕАД,24.02,515(164402),515(164402),2008,8,20,2,42,7,5
480,2008-08-20T20:12:00..000000000,ЧЕЗ Електро България АД,50.88,Татко(3000151577),Татко(3000151577),2008,8,20,2,44,7,1
481,2008-09-09T21:31:00..000000000,Софийска вода (515),6.54,515(5029035),515(5029035),2008,9,9,1,14,7,2
482,2008-09-09T21:31:00..000000000,Софийска вода (423),2.45,423(4046798),423(4046798),2008,9,9,1,15,2,2
483,2008-09-09T21:31:00..000000000,ЧЕЗ Електро България АД,17.12,Кака(3000248359),Кака(3000248359),2008,9,9,1,44,11,1
484,2008-09-09T21:31:00..000000000,ГлоБул ЕАД,19.43,Mijn GSM(000082520),Mijn GSM(000082520),2008,9,9,1,27,1,3
485,2008-09-09T21:31:00..000000000,М-Тел,30.06,Kaka(08886625376254),Kaka(08886625376254),2008,9,9,1,32,11,3
486,2008-09-09T21:31:00..000000000,М-Тел,20.72,Моят телефон(08870589596601),Моят телефон(08870589596601),2008,9,9,1,32,1,3
487,2008-09-09T21:31:00..000000000,Мобилтел  ЕАД,8.4,Mama(08865799136533),Mama(08865799136533),2008,9,9,1,36,9,3
488,2008-09-23T18:35:00..000000000,Софийска вода АД,4.43,Кака(3035289),Кака(3035289),2008,9,23,1,39,11,2
489,2008-09-23T18:35:00..000000000,БТК,19.73,БТК - Кака(028725348),БТК - Кака(028725348),2008,9,23,1,25,11,3
490,2008-09-23T18:35:00..000000000,БТК,5.89,bl. 515(028254825),bl. 515(028254825),2008,9,23,1,25,7,3
491,2008-09-23T18:35:00..000000000,ЧЕЗ Електро България АД,16.94,515(3000153493),515(3000153493),2008,9,23,1,44,7,1
492,2008-09-23T18:35:00..000000000,Топлофикация София ЕАД,22.25,515(164402),515(164402),2008,9,23,1,42,7,5
493,2008-09-23T18:35:00..000000000,Софийска вода (423),2.45,423(4046798),423(4046798),2008,9,23,1,15,2,2
494,2008-10-08T10:04:00..000000000,Софийска вода (515),9.79,515(5029035),515(5029035),2008,10,8,2,14,7,2
495,2008-10-08T10:05:00..000000000,ЧЕЗ Електро България АД,17.12,Кака(3000248359),Кака(3000248359),2008,10,8,2,44,11,1
496,2008-10-08T10:05:00..000000000,М-Тел,20.22,Моят телефон(08870589596601),Моят телефон(08870589596601),2008,10,8,2,32,1,3
497,2008-10-08T10:05:00..000000000,Мобилтел  ЕАД,8.4,Mama(08865799136533),Mama(08865799136533),2008,10,8,2,36,9,3
498,2008-10-08T10:05:00..000000000,ГлоБул ЕАД,16.06,Mijn GSM(000082520),Mijn GSM(000082520),2008,10,8,2,27,1,3
499,2008-10-15T12:35:00..000000000,БТК,21.77,БТК - Кака(028725348),БТК - Кака(028725348),2008,10,15,2,25,11,3
500,2008-10-15T12:35:00..000000000,Софийска вода АД,6.12,Кака(3035289),Кака(3035289),2008,10,15,2,39,11,2
501,2008-10-15T12:35:00..000000000,БТК,5.94,423(028254825),423(028254825),2008,10,15,2,25,2,3
502,2008-10-15T12:35:00..000000000,М-Тел,25.67,Kaka(08886625376254),Kaka(08886625376254),2008,10,15,2,32,11,3
503,2008-10-24T13:25:00..000000000,Топлофикация София ЕАД,24.93,515(164402),515(164402),2008,10,24,4,42,7,5
504,2008-10-24T13:25:00..000000000,Софийска вода (423),31.06,423(4046798),423(4046798),2008,10,24,4,15,2,2
505,2008-10-24T13:25:00..000000000,ЧЕЗ Електро България АД,3.11,515(3000153493),515(3000153493),2008,10,24,4,44,7,1
506,2008-11-07T09:58:00..000000000,ГлоБул ЕАД,17.23,Mijn GSM(000082520),Mijn GSM(000082520),2008,11,7,4,27,1,3
507,2008-11-07T09:58:00..000000000,Софийска вода (515),8.57,515(5029035),515(5029035),2008,11,7,4,14,7,2
508,2008-11-07T09:58:00..000000000,ГлоБул ЕАД,23.55,Tatko(000082500),Tatko(000082500),2008,11,7,4,27,3,3
509,2008-11-07T09:58:00..000000000,М-Тел,19.9,Моят телефон(08870589596601),Моят телефон(08870589596601),2008,11,7,4,32,1,3
510,2008-11-07T09:58:00..000000000,Мобилтел  ЕАД,20.27,Mama(08865799136533),Mama(08865799136533),2008,11,7,4,36,9,3
511,2008-11-17T13:36:00..000000000,Топлофикация София ЕАД,29.74,515(164402),515(164402),2008,11,17,0,42,7,5
512,2008-11-17T13:36:00..000000000,БТК,3.67,БТК - Кака(028725348),БТК - Кака(028725348),2008,11,17,0,25,11,3
513,2008-11-17T13:36:00..000000000,ЧЕЗ Електро България АД,46.12,Кака(3000248359),Кака(3000248359),2008,11,17,0,44,11,1
514,2008-11-17T13:36:00..000000000,БТК,5.6,423(028254825),423(028254825),2008,11,17,0,25,2,3
515,2008-11-17T13:36:00..000000000,М-Тел,23.99,Kaka(08886625376254),Kaka(08886625376254),2008,11,17,0,32,11,3
516,2008-11-22T11:12:00..000000000,Софийска вода АД,6.12,Кака(3035289),Кака(3035289),2008,11,22,5,39,11,2
517,2008-11-22T11:12:00..000000000,ЧЕЗ Електро България АД,30.05,515(3000153493),515(3000153493),2008,11,22,5,44,7,1
518,2008-11-22T11:12:00..000000000,ЧЕЗ Електро България АД,72.88,Татко(3000151577),Татко(3000151577),2008,11,22,5,44,7,1
519,2008-12-08T18:00:00..000000000,ЧЕЗ Електро България АД,17.98,Кака(3000248359),Кака(3000248359),2008,12,8,0,44,11,1
520,2008-12-08T18:00:00..000000000,ГлоБул ЕАД,17.81,Mijn GSM(000082520),Mijn GSM(000082520),2008,12,8,0,27,1,3
521,2008-12-08T18:00:00..000000000,Софийска вода (515),12.24,515(5029035),515(5029035),2008,12,8,0,14,7,2
522,2008-12-08T18:00:00..000000000,Софийска вода (423),3.67,423(4046798),423(4046798),2008,12,8,0,15,2,2
523,2008-12-08T18:00:00..000000000,М-Тел,19.9,Моят телефон(08870589596601),Моят телефон(08870589596601),2008,12,8,0,32,1,3
524,2008-12-08T18:00:00..000000000,М-Тел,12.1,Mama(08865799136533),Mama(08865799136533),2008,12,8,0,32,9,3
525,2008-12-17T12:05:00..000000000,БТК,16.46,БТК - Кака(028725348),БТК - Кака(028725348),2008,12,17,2,25,11,3
526,2008-12-17T12:05:00..000000000,Софийска вода АД,7.22,Кака(3035289),Кака(3035289),2008,12,17,2,39,11,2
527,2008-12-17T12:09:00..000000000,БТК,2.94,423(028254825),423(028254825),2008,12,17,2,25,2,3
528,2008-12-17T12:09:00..000000000,Софийска вода (423),3.67,423(4046798),423(4046798),2008,12,17,2,15,2,2
529,2008-12-17T12:09:00..000000000,М-Тел,26.81,Kaka(08886625376254),Kaka(08886625376254),2008,12,17,2,32,11,3
530,2008-12-26T18:35:00..000000000,Софийска вода (515),9.79,515(5029035),515(5029035),2008,12,26,4,14,7,2
531,2008-12-26T18:35:00..000000000,ЧЕЗ Електро България АД,24.02,515(3000153493),515(3000153493),2008,12,26,4,44,7,1
532,2008-12-26T18:35:00..000000000,Топлофикация София ЕАД,73.92,515(164402),515(164402),2008,12,26,4,42,7,5
533,2008-12-26T18:35:00..000000000,ЧЕЗ Електро България АД,3.48,Татко(3000151577),Татко(3000151577),2008,12,26,4,44,7,1
534,2009-01-09T12:44:00..000000000,ГлоБул ЕАД,16.28,Mijn GSM(000082520),Mijn GSM(000082520),2009,1,9,4,27,1,3
535,2009-01-09T12:44:00..000000000,М-Тел,20.04,Моят телефон(08870589596601),Моят телефон(08870589596601),2009,1,9,4,32,1,3
536,2009-01-09T12:44:00..000000000,М-Тел,26.38,Kaka(08886625376254),Kaka(08886625376254),2009,1,9,4,32,11,3
537,2009-01-09T12:44:00..000000000,М-Тел,8.4,Mama(08865799136533),Mama(08865799136533),2009,1,9,4,32,9,3
538,2009-01-16T11:20:00..000000000,ЧЕЗ Електро България АД,17.98,Кака(3000248359),Кака(3000248359),2009,1,16,4,44,11,1
539,2009-01-16T11:20:00..000000000,БТК,4.09,423(028254825),423(028254825),2009,1,16,4,25,2,3
540,2009-01-16T11:20:00..000000000,БТК,16.15,БТК - Кака(028725348),БТК - Кака(028725348),2009,1,16,4,25,11,3
541,2009-01-21T16:51:00..000000000,ЧЕЗ Електро България АД,24.02,515(3000153493),515(3000153493),2009,1,21,2,44,7,1
542,2009-01-21T16:51:00..000000000,Софийска вода АД,3.67,Кака(3035289),Кака(3035289),2009,1,21,2,39,11,2
543,2009-01-21T16:51:00..000000000,Топлофикация София ЕАД,114.74,515(164402),515(164402),2009,1,21,2,42,7,5
544,2009-01-21T16:51:00..000000000,ЧЕЗ Електро България АД,3.48,Татко(3000151577),Татко(3000151577),2009,1,21,2,44,7,1
545,2009-01-26T21:19:00..000000000,Софийска кабелна компания и Ко ООД,20,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2009,1,26,0,40,7,4
546,2009-01-26T21:19:00..000000000,Софийска вода (423),21.14,423(4046798),423(4046798),2009,1,26,0,15,2,2
547,2009-02-12T11:54:00..000000000,БТК,3.26,423(028254825),423(028254825),2009,2,12,3,25,2,3
548,2009-02-12T11:54:00..000000000,Софийска вода (515),10.33,515(5029035),515(5029035),2009,2,12,3,14,7,2
549,2009-02-12T11:54:00..000000000,БТК,17.33,БТК - Кака(028725348),БТК - Кака(028725348),2009,2,12,3,25,11,3
550,2009-02-12T11:54:00..000000000,ЧЕЗ Електро България АД,12.29,Кака(3000248359),Кака(3000248359),2009,2,12,3,44,11,1
551,2009-02-12T11:54:00..000000000,ГлоБул ЕАД,18.98,Mijn GSM(000082520),Mijn GSM(000082520),2009,2,12,3,27,1,3
552,2009-02-12T11:54:00..000000000,ГлоБул ЕАД,10.71,Tatko(000082500),Tatko(000082500),2009,2,12,3,27,3,3
553,2009-02-12T11:54:00..000000000,М-Тел,24.35,Kaka(08886625376254),Kaka(08886625376254),2009,2,12,3,32,11,3
554,2009-02-12T11:54:00..000000000,М-Тел,20.78,Моят телефон(08870589596601),Моят телефон(08870589596601),2009,2,12,3,32,1,3
555,2009-02-12T11:54:00..000000000,М-Тел,8.4,Mama(08865799136533),Mama(08865799136533),2009,2,12,3,32,9,3
556,2009-02-23T16:18:00..000000000,Топлофикация София ЕАД,152.33,515(164402),515(164402),2009,2,23,0,42,7,5
557,2009-02-23T16:18:00..000000000,ЧЕЗ Електро България АД,8.51,515(3000153493),515(3000153493),2009,2,23,0,44,7,1
558,2009-02-23T16:18:00..000000000,Топлофикация София ЕАД,33.13,423(151415),423(151415),2009,2,23,0,42,2,5
559,2009-02-23T16:18:00..000000000,Софийска вода (423),7,423(4046798),423(4046798),2009,2,23,0,15,2,2
560,2009-02-23T16:18:00..000000000,ЧЕЗ Електро България АД,63.34,Татко(3000151577),Татко(3000151577),2009,2,23,0,44,7,1
561,2009-02-23T16:18:00..000000000,Софийска вода АД,8.05,Кака(3035289),Кака(3035289),2009,2,23,0,39,11,2
562,2009-02-23T16:18:00..000000000,Софийска кабелна компания и Ко ООД,20,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2009,2,23,0,40,7,4
563,2009-03-06T11:03:00..000000000,ГлоБул ЕАД,20.77,Mijn GSM(000082520),Mijn GSM(000082520),2009,3,6,4,27,1,3
564,2009-03-06T11:03:00..000000000,ГлоБул ЕАД,6.76,Mama(002039600),Mama(002039600),2009,3,6,4,27,9,3
565,2009-03-06T11:03:00..000000000,М-Тел,8.4,Mama(08865799136533),Mama(08865799136533),2009,3,6,4,32,9,3
566,2009-03-06T11:03:00..000000000,М-Тел,31.6,Моят телефон(08870589596601),Моят телефон(08870589596601),2009,3,6,4,32,1,3
567,2009-03-11T11:08:00..000000000,БТК,16.5,БТК - Кака(028725348),БТК - Кака(028725348),2009,3,11,2,25,11,3
568,2009-03-11T11:08:00..000000000,ЧЕЗ Електро България АД,17.14,Кака(3000248359),Кака(3000248359),2009,3,11,2,44,11,1
569,2009-03-11T11:08:00..000000000,М-Тел,24.9,Kaka(08886625376254),Kaka(08886625376254),2009,3,11,2,32,11,3
570,2009-03-23T10:36:00..000000000,ЧЕЗ Електро България АД,14.81,Татко(3000151577),Татко(3000151577),2009,3,23,0,44,7,1
571,2009-03-23T10:36:00..000000000,Софийска вода (423),5.6,423(4046798),423(4046798),2009,3,23,0,15,2,2
572,2009-03-23T10:36:00..000000000,ЧЕЗ Електро България АД,16.2,515(3000153493),515(3000153493),2009,3,23,0,44,7,1
573,2009-03-23T10:36:00..000000000,БТК,4.84,423(028254825),423(028254825),2009,3,23,0,25,2,3
574,2009-03-23T10:36:00..000000000,Софийска вода АД,4.37,Кака(3035289),Кака(3035289),2009,3,23,0,39,11,2
575,2009-03-23T10:36:00..000000000,Топлофикация София ЕАД,24.32,423(151415),423(151415),2009,3,23,0,42,2,5
576,2009-03-23T10:36:00..000000000,Софийска кабелна компания и Ко ООД,20,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2009,3,23,0,40,7,4
577,2009-03-23T10:36:00..000000000,Топлофикация София ЕАД,90.11,515(164402),515(164402),2009,3,23,0,42,7,5
578,2009-04-04T23:42:00..000000000,ГлоБул ЕАД,10.3,Mama(002039600),Mama(002039600),2009,4,4,5,27,9,3
579,2009-04-07T16:27:00..000000000,Софийска вода (515),5.59,515(5029035),515(5029035),2009,4,7,1,14,7,2
580,2009-04-07T16:27:00..000000000,ГлоБул ЕАД,17.57,Mijn GSM(000082520),Mijn GSM(000082520),2009,4,7,1,27,1,3
581,2009-04-07T16:27:00..000000000,М-Тел,25.39,Моят телефон(08870589596601),Моят телефон(08870589596601),2009,4,7,1,32,1,3
582,2009-04-07T16:27:00..000000000,М-Тел,8.4,Mama(08865799136533),Mama(08865799136533),2009,4,7,1,32,9,3
583,2009-04-18T18:47:00..000000000,Топлофикация София ЕАД,28.78,423(151415),423(151415),2009,4,18,5,42,2,5
584,2009-04-18T18:47:00..000000000,ЧЕЗ Електро България АД,14.81,Татко(3000151577),Татко(3000151577),2009,4,18,5,44,7,1
585,2009-04-18T18:47:00..000000000,ЧЕЗ Електро България АД,16.2,515(3000153493),515(3000153493),2009,4,18,5,44,7,1
586,2009-04-18T18:47:00..000000000,БТК,6.92,423(028254825),423(028254825),2009,4,18,5,25,2,3
587,2009-04-18T18:47:00..000000000,Софийска вода АД,5.59,Кака(3035289),Кака(3035289),2009,4,18,5,39,11,2
588,2009-04-18T18:47:00..000000000,БТК,16.32,БТК - Кака(028725348),БТК - Кака(028725348),2009,4,18,5,25,11,3
589,2009-04-18T18:47:00..000000000,Софийска кабелна компания и Ко ООД,20,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2009,4,18,5,40,7,4
590,2009-04-18T18:47:00..000000000,ЧЕЗ Електро България АД,17.14,Кака(3000248359),Кака(3000248359),2009,4,18,5,44,11,1
591,2009-04-18T18:47:00..000000000,Топлофикация София ЕАД,103.95,515(164402),515(164402),2009,4,18,5,42,7,5
592,2009-04-18T18:47:00..000000000,М-Тел,20.41,Kaka(08886625376254),Kaka(08886625376254),2009,4,18,5,32,11,3
593,2009-04-26T23:03:00..000000000,Софийска вода (423),14.03,423(4046798),423(4046798),2009,4,26,6,15,2,2
594,2009-04-26T23:03:00..000000000,ГлоБул ЕАД,4.45,Mama(002039600),Mama(002039600),2009,4,26,6,27,9,3
595,2009-05-08T11:15:00..000000000,Софийска вода (515),9.79,515(5029035),515(5029035),2009,5,8,4,14,7,2
