ID_CONTRAGENT,CONTRAGENT_ID,LEGAL_NAME,CONTRAGENT_COL
49,451,DEICHMANN 021 SOFIYA BGR,DEICHMANN
111,452,TELENOR 110000007 001 SOFIA BGR,Telenor
46,454,KFC PARADISE SOFIYA BGR,KFC
352,455,SOFIA MDT MC SOFIA BGR,MDT
143,457,UCB MEGA MALL SOFIYA BGR,UCB
30,458,BILLA 195 SOFIYA BGR,BILLA
116,459,PHOTO SYNTHESIS SOFIA SOFIA BGR,PHOTOSYNTHESIS
38,462,BULGARIA AIR ETICKET BGR,BULGARIA
33,463,EKO ELDA 1022 SOFIA BGR,EKO
34,464,SPORT BOX SOFIYA BGR,SPORT
269,465,TAKSI USLUGI - MY FIBANK SOFIA BGR,TAKSI
90,466,K&K ELECTRONICS EAD SOFIA BGR,TECHNOMARKET
37,468,CARREFOUR 003/24 SOFIYA BGR,CARREFOUR
330,470,WWW.ZAPAZENO.BG SOFIA BGR,WWW.ZAPAZENO.BG
130,471,BOOK CENTER SOFIA BGR,BOOK
57,472,CBA LULIN SOFIA BGR,CBA
104,473,SERDIKA CENTER GEOX SOFIA BGR,SERDIKA
51,474,CIELA SOFT & PUBLISHING AD SOFIA BGR,CIELA
280,476,MANGO SOFIA BGR,MANGO
292,477,SUPERMARKET F32-02 SOFIA BGR,SUPERMARKET
60,480,METRO K&K 1010-13/14 SOFIA BGR,METRO
44,481,JUMBO-EVROPA 5 SOFIA BGR,JUMBO
31,484,BGBOOK SOFIA BGR,BGBOOK
50,485,LIDL:::800 СОФИЯ BGR,LIDL
90,488,TEHNOMARKET BGR,TECHNOMARKET
90,490,K&K ELECTRONICS SOFIYA BGR,TECHNOMARKET
302,491,TEMPO SOFIA SOFIA BGR,TEMPO
70,492,PAYPAL *PIBOSO 35314369001 LUX,PAYPAL
109,494,T-MARKET LIULIN SOFIYA BGR,T-MARKET
210,495,LIFE STYLE INT. BGR,LIFE
30,496,BILLA SILISTRA SILISTRA BGR,BILLA
18,497,ART CENTRE ERMITAGE SOFIYA BGR,ART-93
324,499,SAMEX LTD SOFIA BGR,SAMEX
84,500,SOFRATA UNAGI SOFIYA BGR,SOFRATA
28,501,BEZ PANIKA.COM SOFIYA BGR,BEZ
164,504,GOOGLE *Square Enix GOOGLE.COM/CH GBR,GOOGLE
43,505,IKEA SOFIA 2 SOFIYA BGR,IKEA
184,507,EPAY TIXGATE.COM/EVE SOFIYA BGR,IXGATE.COM/EVE
193,513,G FORCE SOFIYA BGR,GFORCE
66,514,FANTASTICO 16 K9 SOFIYA BGR,FANTASTICO
185,516,EPAY-27363 SOFIYA BGR,EPAY-27363
202,701,JULIANY-MEGA MALL SOFIA BGR,JULIANY-MEGA
30,703,BILLA PAZARDZHIK PAZARDZHIK BGR,BILLA
46,704,KFC ARENAMLADOST SOFIYA BGR,KFC
61,705,Dominos BG LN Solutions LTSofia BGR,DOMINOS
176,706,CHIPONE SOFIYA BGR,CHIPONE
149,707,LILLY DR. LULIN SOFIA BGR,LILLY
154,708,RYANAIR22400000YNN6JL LONDON GBR,RYANAIR
246,709,VITOSHA BG777 SOFIYA BGR,VITOSHA
10,710,Amazon Services-Kindle 866-321-8851 USA,AMAZON
55,711,CHARGES  MY FIBANK SOFIA BGR,CHARGES
234,712,Захранване на сметка,Захранване
47,713,ORANGE MALL SERDICA SOFIA BGR,ORANGE
83,714,OMV TSAR.SHOSE SOFIYA BGR,OMV
188,715,FASHION ONE OOD SOFIA BGR,FASHION
80,716,SHELL OPALCHENSKA SOFIA BGR,SHELL
36,717,BRICO SOFIA 2 K3 SOFIYA BGR,BRICO
100,719,TECHNOPOLIS K6 SOFIYA BGR,TECHNOPOLIS
45,720,KAUFLAND Sofia BGR,KAUFLAND
33,721,EKO 05 LYULIN 1905 SOFIA BGR,EKO
66,722,FANTASTIKO SOFIA BGR,FANTASTICO
36,517,BRICO SOFIA 2 K4 SOFIYA BGR,BRICO
319,519,LULIN 4 DAIRY PR SOFIYA BGR,DAIRY
110,520,TASTE SOFIYA BGR,TASTY
45,521,KAUFLAND 3700 SOFIYA BGR,KAUFLAND
91,522,PC STORE SOFIYA BGR,PC
8,525,AIKO FURNITURE SOFIA SOFIA BGR,AIKOMULTYCONCEPT
235,526,NET 1 EOOD MY FIBANK BGR,NET
76,527,KINO ARENA VT OOD SOFIA BGR,KINO
60,528,METRO CANDC 12 SOFIA BGR,METRO
15,529,APTEKA MEDEYA SOFIA BGR,MEDEYA
294,530,Magnum-D EOOD Sofia BGR,Magnum-D
43,531,IKEA SOFIA 4 SOFIYA BGR,IKEA
96,532,POS Spaghetty Company E OODSofia BGR,POS
197,533,GOOGLE *Brilliant g.co/payhelp# GBR,Brilliant 
316,536,GRAND CAFE SOFIYA BGR,GRAND
275,537,WWW.WOLFRAMALPHA.COM 8009653726 USA,WWW.WOLFRAMALPHA.COM
131,538,SOLYTRON BULGARIA LTD SOFIYA BGR,SOLYTRON
100,539,TECHNOPOLIS K1 SOFIYA BGR,TECHNOPOLIS
132,540,BOX OFFICE SOFIA BGR,BOX
238,541,MCDONALD'S SOFIA BGR,MCDONALD'S
17,542,APTEKA VITANIA SOFIA BGR,VITANIA
106,543,SPORT DEPOT SOFIA BGR,SPORTDEPOT
46,544,KFC SOFIYA BGR,KFC
30,546,BILLA 103 LIULIN SOFIYA BGR,BILLA
10,547,AMZ*Amazon.com Pymnts Amazon.com USA,AMAZON
301,548,MAGENTA OOD SOFIA BGR,MAGENTA
16,549,APTEKA ORFEI 3 SOFIYA BGR,APTEKA
153,550,ESPAS AUTO OOD SOFIYA BGR,ESPAS
39,551,BULSATCOM SOFIYA BGR,BULSATCOM
33,555,EKO SOFIA BGR,EKO
55,556,CHARGES MY FIBANK SOFIA BGR,CHARGES
33,557,EKO MAL.DOLINA 1902 SOFIA BGR,EKO
106,558,SPORT DEPOT MLADOST BGR,SPORTDEPOT
32,559,BONJOUR SLAVEYKO BGR,BONJOUR
43,560,IKEA BGR,IKEA
326,562,ktivacia na karta.BG000 0000000000000 BGR,ktivacia
37,563,CARREFOUR 003/37 SOFIYA BGR,CARREFOUR
133,565,ART-93 SOFIA BGR,ART-93
70,566,PAYPAL *IONNOIDIGIT 4029357733 AUS,PAYPAL
30,568,BILLA 104 MLADOST SOFIYA BGR,BILLA
113,569,TRIUMPH INTERNATIONAL E OODSOFIA BGR,TRIUMPH
101,570,PULSAR SOFIYA BGR,PULSAR
47,571,ORANGE CENTER SOFIA BGR,ORANGE
100,572,TECHNOPOLIS K3 SOFIYA BGR,TECHNOPOLIS
81,573,LUKOIL B40 SOFIYA BGR,LUKOIL
287,574,RINO SHOP SOFIYA BGR,RINO
30,577,BILLA SLAVIA SOFIYA BGR,BILLA
65,578,MAGAZINI EVROPA AD MBHO SOFIA BGR,EVROPA
77,579,KOMSED LIULIN BGR,KOMSED
33,580,EKO CHERNI VRYH 1017 SOFIA BGR,EKO
85,581,PANAGIURISHTE 1962 SOFIYA BGR,PANAGIURISHTE
325,582,SUCCESS 03 LTD SOFIA BGR,SUCCESS
33,583,EKO SF BOYANA 1031 SOFIA BGR,EKO
88,584,PETROL 7106 SOFIA СОФИЯ BGR,PETROL
299,585,Sefora Marinopulos Bulgar iSofia BGR,Sefora
70,586,PAYPAL *WIKIMEDIAFO 4029357733 USA,PAYPAL
45,588,KAUFLAND SF5 K11 SOFIYA BGR,KAUFLAND
186,589,ET DIDO - TROYAN - DIMITAR TROYAN BGR,ET
215,590,COMO 2 SOFIA BGR,COMO
29,592,BG SPORTEN TOTALIZATOR SOFIA BGR,TOTALIZATOR
24,594,BANGALOR SOFIA BGR,BANGALOR
102,596,RESERVED SOFIYA BGR,RESERVED
300,598,MC NADEJDA SOFIA SOFIYA BGR,NADEJDA
281,602,PAYPAL *STEAM GAMES 35314369001 LUX,PAYPAL
205,604,ILANA FARM OOD SOFIYA BGR,ILANA
48,606,CINE GRAND SOFIA BGR,CINEMA
30,607,BILLA 122 MEGA MOL SOFIA BGR,BILLA
346,611,NEXTDIRECTORY BGN INTERNET GBR,NEXT
134,612,GREEN DELI CAFE SOFIA BGR,GREEN
126,614,Sofia Central Heating MY FIBANK BGR,Топлофикация София
135,616,MYCHOICE SKYCITY SOFIYA BGR,MYCHOICE
164,619,GOOGLE *Peak g.co/helppay# GBR,GOOGLE
33,621,EKO O5 LYULIN 1905 SOFIA BGR,EKO
76,622,KINO ARENA VT EOOD SOFIA BGR,KINO
48,625,CINEMA ENTERTAINMENT EO OD SOFIA RHG BGR,CINEMA
43,626,IKEA SOFIA 7 SOFIYA BGR,IKEA
42,627,HAPPY BAR&GRILL SOFIYA BGR,HAPPY
236,628,SASA ASIAN PUB SOFIA BGR,SASA
365,629,GEOTRADE IVANOV SOFIYA BGR,GEOTRADE
71,631,HIPPO MEGA M LUL SOFIYA BGR,HIPPOLAND
36,632,BRICO SOFIA 2 K5 SOFIYA BGR,BRICO
46,633,KFC ARENA ML-ST SOFIYA BGR,KFC
172,636,051 SOFIA20 SOFIYA BGR,SOFIA20
182,637,ELAN LTD 3 EOOD SOFIA BGR,ELAN
263,639,REST. VICTORIA SOFIYA BGR,VICTORIA
136,640,ELEMENTARY OS 5159664238 USA,ELEMENTARY
82,646,AMETIST 99 EOOD SOFIA BGR,AMETIST
36,647,BRICO SOFIA 2 SOFIYA BGR,BRICO
44,648,JUMBO-EVROPA 2 SOFIA BGR,JUMBO
73,649,PAYPAL *HELIKON PLC 35314369001 LUX,HELIKON
87,650,ROMPETROL SOFIA 3 SOFIA BGR,ROMPETROL
81,652,LUKOIL B043 SOFIYA BGR,LUKOIL
183,653,ELGRADO EOOD SOFIA BGR,ELGRADO
100,656,TECHNOPOLIS SOFIYA BGR,TECHNOPOLIS
40,658,BORO SOFIA BGR,BORO
100,659,TECHNOPOLIS VIDIN BGR,TECHNOPOLIS
322,660,PAYPAL *MOITEPARIOO 35314369001 LUX,MOITEPARIOO
100,662,TECHNOPOLIS LULIN 1 SOFIA BGR,TECHNOPOLIS
93,664,PRAKTIKER LTD SOFIA BGR,PRAKTIKER
37,667,CARREFOUR BG 003/22 SOFIA BGR,CARREFOUR
37,668,CARREFOUR BG 003/12 SOFIA BGR,CARREFOUR
329,671,SCS Franchise AD/ Ilian a KSofia BGR,SCS
206,672,KIROV SOFIA BGR,KIROV
114,673,TOM TAILOR SOFIA EOOD SOFIA BGR,TOM
207,677,KNIJARNITSA HERMES SOFIYA BGR,KNIJARNITSA
66,678,FANTASTICO28 K14 SOFIYA BGR,FANTASTICO
103,680,SDI SOFIA BGR,SDI
50,681,LIDL Bulgaria EOOD Sifia BGR,LIDL
63,682,"Doverie Brico AD, Lulin Sofia BGR",Bricolage
112,685,GRADSKA MOBILNOST MBHO SOFIA BGR,MOBILNOST
61,686,DOMINOS PIZZA EASY PAY BGR,DOMINOS
61,689,DOMINOS SOFIYA BGR,DOMINOS
237,690,SENSE RTBAR 2 SOFIYA BGR,SENSE
111,692,TELENOR 100000034 001 SOFIA BGR,Telenor
151,693,GE ORO SOFIA BGR,GEORO
43,694,IKEA SOFIA 6 SOFIYA BGR,IKEA
111,695,Telenor MY FIBANK BGR,Telenor
23,697,AVANTI SOFIA BGR,AVANTI
328,698,SF.LIULIN5 1140 SOFIYA BGR,SF.LIULIN5
103,700,SDI BROKER SOFIA SOFIA BGR,SDI
30,723,BILLA LYULIN SOFIYA BGR,BILLA
60,726,METRO:10 SOFIYA BGR,METRO
80,727,SHELL SOFIA SREDETZ SOFIA BGR,SHELL
73,728,HELIKON BURGAS BGR,HELIKON
295,908,KARTING PISTA OOD SOFIA BGR,KARTING
72,929,BARBERS EOOD SOFIYA BGR,HEADHUNTERS
43,930,IKEA SOFIA 20 SOFIYA BGR,IKEA
304,928,0980.8074.8754 Trendo 0035989241001 BGR,Trendo
296,932,SPEEDY 760 SOFIYA BGR,SPEEDY
10,702,Amazon *Mktplce EU-IT 800-279-6620 LUX,AMAZON
45,718,KAUFLAND SF5 K17 SOFIYA BGR,KAUFLAND
60,523,METRO CANDC 10 SOFIA BGR,METRO
119,524,H&M SOFIYA BGR,H&M
50,534,LIDL  Bulgaria EOOD SOFIA BGR,LIDL
111,535,TELENOR E-COMMERCE SOFIYA BGR,Telenor
119,545,H & M BULGARIA M SOFIYA BGR,H&M
47,553,ORANGE MALL SERDIKA SOFIA BGR,ORANGE
92,575,PIKADILI ECE SERDIKA SOFIA BGR,PIKADILI
100,587,TEHNOPOLIS SOFIA 5 SOFIA BGR,TECHNOPOLIS
75,591,HUMANIC SOFIYA BGR,HUMANIC
42,595,HAPPY SOFIA BGR,HAPPY
164,599,GOOGLE *Symbolab GOOGLE.COM/CH GBR,GOOGLE
47,605,ORANGE CENTER 3 SOFIA BGR,ORANGE
47,610,ORANGE CENTER B.PARK SOFIA BGR,ORANGE
72,613,HEADHUNTERS SOFIYA BGR,HEADHUNTERS
66,615,FANTASTICO 21 SOFIYA BGR,FANTASTICO
107,617,STRONG MEBEL 1 SOFIA BGR,STRONG
100,618,TECHNOPOLIS BULGARIA SOFIYA BGR,TECHNOPOLIS
71,620,HIPPO MEGAMALL LULIN2 SOFIA BGR,HIPPOLAND
36,623,BRICO SOFIA 2 K9 SOFIYA BGR,BRICO
242,624,WWW.ALIEXPRESS.COM LONDON GBR,WWW.ALIEXPRESS.COM
12,630,ANDREWS SOFIA BGR,ANDREWS
108,634,SUBWAY SOFIYA BGR,SUBWAY
100,638,TECHNOPOLIS K4 SOFIYA BGR,TECHNOPOLIS
30,642,BILLAMLADOST SOFIYA BGR,BILLA
6,643,6111 e CPay kod za akti vacia na kart BGR,6111
138,644,CAD 99,CAD
271,645,WWW.E-SPISANIE.COM 0035924890821 BGR,WWW.E-SPISANIE.COM
26,651,BEAUTY ZONE 7 SOFIYA BGR,BEAUTY
71,654,HIPPOLAND SOFIA BGR,HIPPOLAND
37,655,CARREFOUR BG 003/19 SOFIA BGR,CARREFOUR
45,657,KAUFLAND SF5 K26 SOFIYA BGR,KAUFLAND
181,661,DANAYA TEXTIL TRAIDING OOD SOFIA BGR,DANAYA
33,663,EKO MALINOV 1092 SOFIA BGR,EKO
37,666,CARREFOUR BG 003/39 SOFIA BGR,CARREFOUR
67,670,GERMANOS LULIN 6 SOFIA BGR,GERMANOS
65,674,EVROPA SOFIA BGR,EVROPA
13,676,APTEKA BIZNES PARK SOFIYA BGR,APTEKA
80,679,SHELL HEBROS PAZARDJIK BGR,SHELL
145,683,TIMES TOWER VARNA BGR,TIMES
83,687,OMV LYULIN TUNELA SOFIYA BGR,OMV
327,691,ORD:SO-00465537 SOFIYA BGR,ORD:SO-00465537
349,696,PAYPAL *SC* GDGT DEALS 4153356768 USA,GDGT
30,699,BILLA 195 PETAR DERTLIEV SOFIA BGR,BILLA
321,724,PAYPAL *EBIZWORLD 35314369001 GBR,EBIZWORLD
30,725,BILLA MLADOST 104 SOFIYA BGR,BILLA
44,309,JUMBO 7 SOFIA BGR,JUMBO
8,323,AIKOMULTYCONCEPT SOFIA BGR,AIKOMULTYCONCEPT
14,346,APTEKA EVROFARM SOFIYA BGR,APTEKA
36,365,BRICO SOFIA 2 K2 SOFIYA BGR,BRICO
43,382,IKEA SOFIYA BGR,IKEA
65,383,EVROPA 3 SOFIYA BGR,EVROPA
52,389,BOOKTRADING KA EOOD PRCB SOFIA BGR,BOOKTRADING
200,830,ITUNES-EURO LUXEMBOURG LUX,ITUNES
46,831,KFC RING MALL SOFIYA BGR,KFC
46,832,KFS ARENA M-ST SOFIYA BGR,KFC
209,833,LIANI - CO OOD SOFIA BGR,LIANI
245,834,MAGAZIN I -STYLE SOFIYA BGR,I-STYLE
214,835,MAGAZIN ZA AVTOCHASTI SOFIA BGR,AVTOCHASTI
60,836,METRO CANDC 10 SOFIYA BGR,METRO
240,837,MICROSOFT   *STORE MSBILL.INFO IRL,MICROSOFT
64,838,MIT EDX CAMBRIDGE USA,EDX
331,839,NEW YORKER 080 MAGDEBURG DEU,NEWYORKER
346,840,NEXT DIRECTORY BULGARI ENDERBY GBR,NEXT
247,841,NH Gate One - Recep Bratislava SVK,NH
264,842,ORAJEEN MAGAZIN SOFIYA BGR,ORAJEEN
248,843,PAYPAL *ALLTERCOROB 35314369001 LUX,ALLTERCOROB
318,844,PETERARNOLD 1724689527 DEU,PETERARNOLD
266,845,PP*0020CODE 35314369001 LUX,PPCODE
70,846,PP*3539CODE 35314369001 LUX,PAYPAL
70,847,PP*9968CODE 35314369001 LUX,PAYPAL
286,848,PRIMIGI RING M SOFIA BGR,PRIMIGI
285,850,REWE Regiemarkt GmbH Z Magdeburg DEU,REWE
154,851,RYANAIR   VXS0 DUBLIN IRL,RYANAIR
154,852,RYANAIR 23B0 DUBLIN IRL,RYANAIR
249,853,SALON STEFAN Sofia BGR,SALON
283,854,SBX SOFIA GURKO SOFIYA BGR,SBX
106,855,SD-11-MLADOST SOFIYA BGR,SPORTDEPOT
290,856,SEB BANK (ALT SANTAN A BAD HOMBUR DEU,SEB
252,857,SHAVE CLUB SOFIYA BGR,SHAVE
250,858,SPAGGO RESTAURANT SOFIYA BGR,SPAGGO
293,859,SPIELE MAX MAGDEBURG DEU,SPIELE
291,860,SPORT VISION EAD Sofia BGR,SPORTVISION
232,861,STARBUCKS RING SOFIYA BGR,STARBUCKS
251,862,STEIGENBERGER HTL.B.H. BAD HOMBURG DEU,STEIGENBERGER
108,863,SUBWAYBUSINESSPA SOFIYA BGR,SUBWAY
297,864,SUNFOODS BULGARIA EOOD 13 ORION BGR,SUNFOODS
110,865,TASTY SOFIYA BGR,TASTY
253,866,TELEKOM SHOP BERLIN BERLIN DEU,TELEKOM
141,867,TICKETMASTER.IE DUBLIN IRL,TICKETMASTER
254,868,TM TRADING EOOD BANKYA BGR,TMTRADING
273,869,TXL DF&TV C2 BERLIN DEU,TXTBERLINDEU
69,870,UDEMY ONLINE COURSES 18888385432 IRL,UDEMY
110,871,VKUSNO Sofia BGR,TASTY
255,872,WOEHRL AG MAGDEBURG DEU,WOEHRL
298,849,R-T SHADES SOFIA BGR,SHADES
46,948,ARENA MLADOST SOFIYA BGR,KFC
10,949,Amazon.co.uk Payments Amazon.co.uk LUX,AMAZON
72,950,BARBERING OOD SOFIYA BGR,HEADHUNTERS
311,951,BAUMAX SOFIA 2 SOFIYA BGR,BAUMAX
132,952,BOX OFFICE SOFIYA BGR,BOX
310,953,ENERGIINI SISTEMI SOFIYA BGR,ENERGIINI
314,954,ENOSHIMA-TE OOD SOFIA BGR,ENOSHIMA
74,955,HIT SOFIA BGR,HIT
309,956,IMAGINARIUM SOFIA BGR,IMAGINARIUM
46,957,KFC ARENA MLADOST SOFIYA BGR,KFC
238,958,MCDONALD'S R-T SOFIA BGR,MCDONALD'S
306,959,PLAYSENSE SOFIYA BGR,PLAYSENSE
93,960,PRAKTIKER SOFIA2 SOFIYA BGR,PRAKTIKER
307,961,SALAMANDER SOFIA BGR,SALAMANDER
312,962,SCANDAL SOFIA BGR,SCANDAL
5,220,3DPOS GRABO.BG PLOVDIV BGR,GRABO.BG
10,968,AMZN Mktp UK*MT0KA0FI4 Amazon.co.uk LUX,AMAZON
10,969,AMZN Mktp UK*MT3MD4FW4 Amazon.co.uk LUX,AMAZON
10,970,AMZN Mktp UK*MT3QQ8F74 Amazon.co.uk LUX,AMAZON
10,971,AMZN Mktp UK*MT4NO2F64 Amazon.co.uk LUX,AMAZON
10,972,AMZN Mktp UK*MT4NP7FA4 Amazon.co.uk LUX,AMAZON
10,973,AMZN Mktp UK*MT7BX0O94 Amazon.co.uk LUX,AMAZON
10,974,AMZN Mktp UK*MT7KJ5FJ4 Amazon.co.uk LUX,AMAZON
348,975,BK SERDIKA SOFIYA BGR,BK
348,976,BURGER KING BULL RING GBR,BURGER
374,977,CODE WITH MOSH 13472153202 USA,MOSH
305,978,CORSO SOFIA BGR,CORSO
194,979,Campanile Hotels BIRMINGHAM GBR,Campanile
59,980,DM 014 SF SERD SOFIYA BGR,DM
61,981,DOMINOS PIZZA SOFIYA BGR,DOMINOS
336,982,DZZD MAYKAL SOFIYA BGR,DZZD
158,983,EDO VITOSHA EOOD SOFIA BGR,EDO
71,984,HIPPO MEGA LULIN SOFIYA BGR,HIPPOLAND
43,985,IKEA SOFIA 3 SOFIYA BGR,IKEA
288,986,LIME  FARMERS SOFIA BGR,LIME
262,987,O2 RETAIL BIRMINGHAM 04 GBR,O2
154,988,RYANAIR   GRZ0 DUBLIN IRL,RYANAIR
154,989,RYANAIR   KWF0 DUBLIN IRL,RYANAIR
109,990,S318 T-MARKET ILINDEN SOFIA BGR,T-MARKET
337,991,SKYDIVE SOFIA OOD SOFIA BGR,SKYDIVE
232,992,STARBUCKS SABORN SOFIYA BGR,STARBUCKS
297,993,SUNFOODS BULGARIA EOOD 16 TSARIGRADS BGR,SUNFOODS
337,994,Skydive Sofia 0700 44445 BGR,SKYDIVE
335,995,TIME FOD FOOD SOFIYA BGR,FOD
111,996,Telenor online Bulgaria BGR,Telenor
345,997,UBER   *TRIP 2G2GR 800-592-8996 NLD,UBER
345,998,UBER   *TRIP BG7BJ 800-592-8996 NLD,UBER
345,999,UBER TRIP 2VWME HELP.U help.uber.com NLD,UBER
345,1000,UBER TRIP BG7BJ HELP.U help.uber.com NLD,UBER
345,1001,UBER TRIP EVBJF HELP.U help.uber.com NLD,UBER
345,1002,UBER TRIP IABZC HELP.U help.uber.com NLD,UBER
345,1003,UBER TRIP TRM2L HELP.U help.uber.com NLD,UBER
345,1004,UBER TRIP VDQ7D HELP.U help.uber.com NLD,UBER
77,1108,006 MAGAZIN MOL SOFIYA SOFIYA BGR,KOMSED
35,635,PAYPAL *TRENDO BG 0892410018 LUX,PAYPAL
70,116,PAYPAL *FARMERSELLE 35314369001 LUX,PAYPAL
340,1028,HRAN.STOKI PBD SOFIA BGR,HRAN.STOKI
338,1029,KOLEV I KOLEV SOFIA BGR,KOLEV
339,1030,MANDARIN BUCHER SOFIYA BGR,MANDARIN
345,1031,UBER TRIP JTQKG HELP.U help.uber.com NLD,UBER
57,1048,CBA SOFIA BGR,CBA
355,1168,PIZZERIA IL GARGANO BAD HOMBURG DEU,GARGANO
356,1188,AUTOGRILL GMBH FRANKFURT DEU,AUTOGRILL
158,1128,EDO RING EOOD SOFIA BGR,EDO
345,1129,UBER TRIP TFYTU HELP.U help.uber.com NLD,UBER
149,1148,LILLY D LYULIN 1 Sofia BGR,LILLY
354,1149,LUFTHANSA 2982960083 SOFIA BGR,LUFTHANSA
,1169,,
357,1189,EDEKA GEORG BAD HOMBURG DEU,EDEKA
358,1190,TAXI BAD HOMBURG BAD HOMBURG DEU,HOMBURG
345,1208,UBER TRIP TE74F HELP.U help.uber.com NLD,UBER
359,1228,PAYPAL *PRASS-PRESS 35314369001 LUX,PRASS-PRESS
238,1229,RESTAURANT VITOSHA SOFIA BGR,MCDONALD'S
348,1248,CINEMA ENTERTAINMENT E Sofia BGR,BURGER
128,1249,K-EXPRESS BPS SOFIYA BGR,K-EXPRESS
42,1268,HAPPY BAR GRIL SOFIYA BGR,HAPPY
15,1269,MEDEYA LULIN Sofia BGR,MEDEYA
360,1288,SALON INSPIRE Sofia BGR,INSPIRE
361,1308,SISTEMA M1 IHTIMAN BGR,M1
297,1309,SUNFOODS BULGARIA EOOD 42 PARADISE M BGR,SUNFOODS
90,1310,TECHNOMARKET BULGARIA AD SOFIA BGR,TECHNOMARKET
263,1311,VICTORIA SOFIYA BGR,VICTORIA
363,1328,EF EF GRUP BALGARIYA E SOFIYA BGR,EF
362,1329,MAYSTOR MIRO SOFIYA BGR,MAYSTOR
297,1348,SUNFOODS BULGARIA EOOD 09 BOYANA BGR,SUNFOODS
76,1349,KINO ARENA BULGARIA EOOD SOFIA BGR,KINO
238,1350,MCDONALD'S YALTA SOFIA BGR,MCDONALD'S
42,1368,HAPPY BAR GRILL SOFIA BGR,HAPPY
47,1369,ORANGE SKY CITY SOFIA BGR,ORANGE
363,1370,PAYPAL *HUMBLEBUNDL HU 4029357733 USA,HUMBLEBUNDL
367,1371,Погасяване,Погасяване
366,1372,Бонус точки,Бонус
368,1373,Лихви кредитни карти,Лихви
368,1374,наказателна лихва надвишен лимит,Лихви
369,1388,годишна такса за поддържка на карта,Такса
370,1389,Такси картови операции,Такса
59,1408,DM 051 SOFIA 20 SOFIYA BGR,DM
367,1409,Погасяване по кредитна карта,Погасяване
343,1410,VUE*IT CERTIFICATION 800-511-3478 USA,VUE*IT
342,1428,API BG TOLL SOFIA BGR,API
373,1448,Fee for disposal of ho MY FIBANK BGR,Fee_for_disposal
371,1449,Immovable property tax MY FIBANK BGR,Immovable_property_tax
106,1450,SPORT DEPO SOFIYA BGR,SPORTDEPOT
344,1451,STEP - ELSI OOD SOFIA BGR,NANA
372,1452,Transport vehicle tax MY FIBANK BGR,Transport_vehicle_tax
77,1468,014 MAGAZIN SOFIYA RING SOFIYA BGR,KOMSED
71,1488,HIPPOLAND PLC SOFIYA BGR,HIPPOLAND
377,1489,AFORDIA SOFIYA BGR,AFORDIA
376,1490,BISD Bankya BGR,BISD
346,1491,NEXTDIRECTORY BGN 08448448902 GBR,NEXT
375,1492,PIZZA TREPI SOFIA BGR,TREPI
378,1493,COMB ATM 050610 -SOFIA  BGR,COMB
296,1494,SPEEDY PLC SOFIYA BGR,SPEEDY
42,1513,HAPPY RAKOVSKI SOFIA BGR,HAPPY
379,1514,Revolut*8156* revolut.com GBR,Revolut
323,1533,Viva Pharmacy Group LT Sofia BGR,VIVA
282,1534,COOPERACIA PANDA-OFFIC SOFIYA BGR,OFFICE1
63,1535,MR.BRICOLAGE SOFIA 2 SOFIA BGR,Bricolage
297,1536,SUNFOODS BULGARIA EOOD 27 SOFIA PRES BGR,SUNFOODS
312,1537,SCANDAL OUTLET SOFIA BGR,SCANDAL
341,1538,PUMA SOC SOFIYA BGR,PUMA
380,1539,OUTLET CENTER SOFIYA BGR,OUTLET
381,1553,SARA SWEIDAN CASES SOFIYA BGR,SARA
10,1573,AMZN Digital*MN9F41KU1 888-802-3080 USA,AMAZON
384,1574,ELEFAN SOFIYA BGR,ELEFAN
382,1575,ONDA BUSINESPARK SOFIYA BGR,ONDA
383,1576,R-N LULIN SOFIA BGR,R-N_LULIN
69,1577,UDEMY: ONLINE COURSES DUBLIN 2 IRL,UDEMY
21,1578,VIVACOM MY FIBANK BGR,VIVACOM
74,1593,HIT HIPERMARKET LIULIN SOFIA BGR,HIT
77,1594,005 MAGAZIN LYULIN SOFIYA BGR,KOMSED
385,1613,"Wizz Air Budapest, HUN HUN",Wizz
386,1633,5621 LEE COOPER SOFIYA BGR,LEECOOPER
59,1634,DM 032 SKY CITY SOFIYA BGR,DM
74,1635,HIT HIPERMARKET SOFIA BGR,HIT
387,1636,IBEKO EOOD GR. SOFIYA BGR,IBEKO
390,1637,LIDERI SF OOD SOFIYA BGR,LIDERI
280,1638,MANGO SOFIYA BGR,MANGO
240,1639,MICROSOFT   *OFFICE 36 MSBILL.INFO IRL,MICROSOFT
363,1640,PAYPAL *humblebundle.c 4029357733 USA,HUMBLEBUNDL
57,1695,CBA KOME 35 LLN SOFIA BGR,CBA
345,1642,UBER TRIP HELP.UBER.CO help.uber.com NLD,UBER
388,1643,ZOO CENTER RING SOFIYA BGR,ZOO
369,1644,Годишна такса поддръжка на карта,такса
389,1653,HONU SURF Sofia BGR,HONU
391,1673,RING MALL SOFIYA BGR,NEDELYA
83,1693,1089 OMV HADZHIDIMITROVO HADZHIDIMITRO BGR,OMV
392,1694,9RU DESK 8 SOFIA BGR,9RU
74,1696,HIT LIULIN SOFIYA BGR,HIT
110,1713,VKUSNO Sofiya BGR,TASTY
394,1714,OPTICLASA PARADISE SOFIA BGR,OPTICLASA
